nearest_zone_name,avg_anomaly_score,faulty_rate,sensor_count,zone_stress
32,0.6426036478484812,0.6947115384615384,416,0.663446804093704
33,0.6373335442306898,0.6565874730021598,463,0.6450351157392777
34,0.6370308032385968,0.6439024390243903,205,0.6397794575529142
35,0.6328854212080862,0.6283185840707964,678,0.6310586863531703
36,0.6357563779824321,0.6645833333333333,480,0.6472871601227925
37,0.6436410775105563,0.6700251889168766,397,0.6541947220730844
38,0.6404159582436167,0.6911764705882353,272,0.6607201631814641
39,0.6280912934805835,0.6259259259259259,270,0.6272251464587204
40,0.6401830912554655,0.6699346405228758,612,0.6520837109624296
41,0.6319945866532309,0.6360655737704918,305,0.6336229815001353
42,0.6480665335232837,0.684,250,0.6624399201139702
43,0.6394056978849063,0.6757990867579908,219,0.6539630534341401
44,0.6417072558670786,0.644,250,0.6426243535202472
45,0.6435597288592889,0.7049180327868853,183,0.6681030504303274
46,0.6359967292330724,0.6738544474393531,371,0.6511398165155846
47,0.6365045634546497,0.6666666666666666,615,0.6485694047394565
48,0.6359534213566199,0.66,250,0.6455720528139719
49,0.6360484363666665,0.6440677966101694,177,0.6392561804640677
50,0.6376383075732391,0.6401673640167364,239,0.6386499301506381
51,0.6325636408665317,0.6617647058823529,204,0.6442440668728602
52,0.6486659307863137,0.7156398104265402,211,0.6754554826424044
53,0.6318397181820258,0.6290322580645161,186,0.6307167341350219
54,0.6346830164432107,0.648,250,0.6400098098659264
55,0.6305236341981492,0.6413502109704642,237,0.6348542649070752
56,0.6345173498266476,0.669260700389105,257,0.6484146900516305
57,0.6449873247967277,0.6680497925311203,241,0.6542123118904848
58,0.631754019642303,0.6272727272727273,330,0.6299615026944727
59,0.6369167605808703,0.6821705426356589,258,0.6550182734027857
60,0.6354715276312033,0.6620278330019881,503,0.6460940497795172
61,0.6313638577324446,0.66189111747851,349,0.6435747616308708
62,0.6312730566349278,0.6744186046511628,215,0.6485312758414219
63,0.6330810165742848,0.6333333333333333,330,0.6331819432779042
64,0.6347555881311007,0.6818181818181818,330,0.6535806256059331
65,0.6316450811598704,0.6218487394957983,238,0.6277265444942415
66,0.6305541278486316,0.6137931034482759,290,0.6238497180884893
67,0.6425477481784716,0.6847545219638242,387,0.6594304576926127
68,0.6312519000718604,0.6614420062695925,319,0.6433279425509533
69,0.6316178983693915,0.6292682926829268,410,0.6306780560948057
70,0.6466577249305911,0.6730769230769231,208,0.6572254041891239
71,0.6480037885766985,0.6451612903225806,186,0.6468667892750513
72,0.6376541279396238,0.6946564885496184,262,0.6604550721836216
73,0.6414696637181241,0.6553846153846153,325,0.6470356443847205
74,0.631894563465525,0.6590389016018307,437,0.6427522987200472
75,0.6189408516276251,0.6180555555555556,144,0.6185867331987973
76,0.627204019968618,0.6,115,0.6163224119811708
77,0.6410640309253051,0.6244897959183674,245,0.63443433692253
78,0.6441818105615725,0.680365296803653,219,0.6586552050584047
79,0.6353370645065863,0.6618181818181819,275,0.6459295114312246
80,0.6442728832482173,0.645933014354067,209,0.6449369356905572
81,0.63440248963948,0.6542056074766355,214,0.6423237367743422
82,0.641449614836307,0.6812227074235808,229,0.6573588518712166
83,0.6324818443198057,0.6394849785407726,233,0.6352830980081925
84,0.6213431122465602,0.6271929824561403,228,0.6236830603303922
85,0.6260032045177569,0.6011904761904762,336,0.6160781131868446
86,0.641530015460758,0.6395348837209303,344,0.6407319627648269
87,0.6369096417386041,0.6717171717171717,198,0.6508326537300311
88,0.6394164588504531,0.6721311475409836,183,0.6525023343266653
89,0.63904756830021,0.6825396825396826,315,0.6564444139959991
90,0.644356014170806,0.6756756756756757,222,0.6568838787727539
91,0.6385218065798316,0.6581632653061225,196,0.6463783900703479
92,0.6292601663533577,0.6311239193083573,347,0.6300056675353576
93,0.624332830835786,0.6102941176470589,272,0.6187173455602951
94,0.635165502490889,0.7071129707112971,239,0.6639444897790522
95,0.6397775060067523,0.6851851851851852,216,0.6579405776781255
96,0.6281056559364728,0.6336633663366337,202,0.6303287400965372
97,0.6312249533408499,0.662962962962963,270,0.6439201571896951
98,0.6308736949648618,0.6535433070866141,254,0.6399415398135627
99,0.6395286888411809,0.6762114537444934,454,0.6542017948025058
100,0.6385140846575819,0.6535947712418301,306,0.6445463592912811
101,0.6374509097615789,0.6769596199524941,421,0.6532543938379449
102,0.6281299330713497,0.6111111111111112,180,0.6213224042872543
103,0.6365736025307291,0.681592039800995,201,0.6545809774388355
104,0.6357343715446362,0.6468531468531469,286,0.6401818816680405
105,0.6408134898490321,0.6666666666666666,246,0.6511547605760859
106,0.6418237373517415,0.6536585365853659,205,0.6465576570451912
107,0.650961990704861,0.7394366197183099,284,0.6863518423102406
108,0.6376933072451458,0.6458923512747875,353,0.6409729248570025
109,0.6418913288988293,0.6587837837837838,296,0.6486483108528112
110,0.6278918286590934,0.6410256410256411,312,0.6331453536057126
111,0.6447274683660861,0.7357357357357357,333,0.681130775313946
112,0.6415623801575746,0.6680161943319838,247,0.6521439058273383
113,0.6356816907257794,0.6751592356687898,157,0.6514727087029836
114,0.636884678591436,0.6691729323308271,266,0.6497999800871925
115,0.6387765781521434,0.6959459459459459,296,0.6616443252696644
116,0.6410540593588026,0.6909090909090909,165,0.6609960719789179
117,0.6400081111587693,0.6892857142857143,280,0.6597191524095474
118,0.6285325454741384,0.6351706036745407,381,0.6311877687542993
119,0.6407534385259015,0.7075812274368231,277,0.6674845540902701
120,0.6350214320578826,0.64,300,0.6370128592347295
121,0.6361855457469389,0.696319018404908,326,0.6602389348101265
122,0.6374805008613401,0.6656441717791411,326,0.6487459692284605
123,0.6295277711096597,0.6721763085399449,363,0.6465871860817738
124,0.647925204927117,0.6839080459770115,174,0.6623183413470748
125,0.6434325714080075,0.726457399103139,223,0.6766425024860601
126,0.6365217171045353,0.6846846846846847,222,0.6557869041365951
127,0.6441360706857041,0.706959706959707,273,0.6692655251953052
128,0.6384938492322887,0.6368421052631579,190,0.6378331516446363
129,0.6332132924481524,0.6222222222222222,270,0.6288168643577803
130,0.6427125064829629,0.6652892561983471,242,0.6517432063691165
131,0.6494959050698452,0.748792270531401,207,0.6892144512544676
132,0.6384510930836322,0.68125,320,0.6555706558501794
133,0.6319251831970418,0.628140703517588,398,0.6304113913252603
134,0.6304291885281414,0.6898148148148148,216,0.6541834390428107
135,0.646207573121362,0.7031802120141343,283,0.668996628678471
136,0.6444185776060066,0.6631944444444444,288,0.6519289243413817
137,0.6344856206351008,0.6323529411764706,272,0.6336325488516488
138,0.636504012508297,0.631578947368421,323,0.6345339864523467
139,0.634479634171196,0.6711409395973155,149,0.6491441563416438
140,0.6454696301129682,0.6716417910447762,134,0.6559384944856914
141,0.6273911510802683,0.6268115942028986,276,0.6271593283293204
142,0.6362724929911542,0.6657894736842105,380,0.6480792852683768
143,0.6407278938165077,0.6708860759493671,237,0.6527911666696515
144,0.6437401962029761,0.6798029556650246,203,0.6581652999877955
145,0.6538799667004026,0.7205240174672489,229,0.6805375870071411
146,0.6373959279509709,0.6678832116788321,274,0.6495908414421154
147,0.6350156642989453,0.640495867768595,242,0.6372077456868052
148,0.6498316338273263,0.7266187050359713,139,0.6805464623107843
149,0.6382958664682817,0.6696428571428571,224,0.6508346627381119
150,0.6305988579697789,0.675,160,0.6483593147818674
151,0.6326940934052351,0.6153846153846154,156,0.6257703021969871
152,0.6433724409515748,0.6759259259259259,108,0.6563938349413152
153,0.6175996662115391,0.6201550387596899,129,0.6186218152307994
154,0.6377436581789615,0.6304347826086957,230,0.6348201079508552
155,0.6328036757200789,0.6546052631578947,304,0.6415243106952052
156,0.6450681751328092,0.6780487804878049,205,0.6582604172748074
157,0.6369694697755013,0.6605504587155964,327,0.6464018653515393
158,0.6431308349799657,0.6935483870967742,310,0.6632978558266891
159,0.6218668826753562,0.6285714285714286,175,0.6245487010337851
160,0.6269547999664866,0.6058394160583942,137,0.6185086464032497
161,0.6353652815568773,0.6494464944649446,271,0.6409977667201042
162,0.6404446032858165,0.7034482758620689,290,0.6656460723163176
163,0.6433781204813899,0.6666666666666666,159,0.6526935389555006
164,0.632879249912179,0.6816479400749064,267,0.65238672597727
165,0.6340445237547578,0.6696165191740413,339,0.6482733219224712
166,0.6338592029776275,0.6468085106382979,235,0.6390389260418957
167,0.6443377387515323,0.7213930348258707,201,0.6751598571812676
168,0.6376215531429241,0.7041420118343196,169,0.6642297366194823
169,0.6316528912822147,0.6534090909090909,176,0.6403553711329653
170,0.6415522459911369,0.6463414634146342,164,0.6434679329605357
171,0.6333427534550699,0.6626506024096386,166,0.6450658930368973
172,0.6229707459962827,0.6421568627450981,204,0.6306451926958088
173,0.6369622759845114,0.6257142857142857,350,0.632463079876421
174,0.6327536727916894,0.6190476190476191,294,0.6272712512940612
175,0.6311570144700196,0.6255506607929515,227,0.6289144729991925
176,0.6457257106227833,0.6666666666666666,165,0.6541020930403366
177,0.6313148652489886,0.6688741721854304,151,0.6463385880235654
178,0.6410667804833627,0.7020408163265306,245,0.6654563948206298
179,0.6342482035441166,0.6881028938906752,311,0.6557900796827401
180,0.63849120748312,0.6724137931034483,290,0.6520602417312513
181,0.6290001685855998,0.6518987341772152,158,0.6381595948222459
182,0.6405197424354174,0.6976744186046512,172,0.6633816129031109
183,0.6570071491592981,0.7272727272727273,165,0.6851133804046698
184,0.6383412002338906,0.6521739130434783,184,0.6438742853577257
